,Palabras,frecuencia,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,enfado,anticipacion,asco,miedo,alegria,tristeza,sorpresa,confianza
345,tarjeta,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,junta,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,capaz,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,independiente,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,plan,14,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0
350,transparencia,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,alcalde,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,tribuna,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14
353,ataque,14,1,0,0,1,0,0,0,0,14,0,0,14,0,0,0,0
354,terrible,14,1,1,1,1,0,1,0,0,14,14,14,14,0,14,0,0
355,terrible,14,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0
356,terrible,14,1,0,1,1,0,1,0,0,14,0,14,14,0,14,0,0
357,iniciativa,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,precio,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,intolerable,14,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
360,recursos,14,0,0,0,0,1,0,0,1,0,0,0,0,14,0,0,14
361,unidad,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,unidad,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,unidad,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14
364,plaza,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,plaza,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,memoria,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,memoria,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,cine,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,respuesta,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,respuesta,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,compromiso,14,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0
372,compromiso,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,compromiso,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,grupo,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,grupo,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,grupo,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,grupo,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,grupo,14,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0
379,internacional,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,luego,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,persona,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,puesto,14,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0
383,idea,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,bolsillo,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,penal,14,0,0,0,1,0,1,0,0,0,0,0,14,0,14,0,0
386,proceso,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,impedir,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,ocupando,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,convocar,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,convocar,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,deriva,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,candidato,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,candidato,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,pesar,13,0,1,0,0,0,0,0,1,0,13,0,0,0,0,0,13
395,mitad,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,mitad,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,premio,13,0,1,0,0,1,0,1,1,0,13,0,0,13,0,13,13
398,miedo,13,1,0,0,1,0,0,0,0,13,0,0,13,0,0,0,0
399,miedo,13,0,1,0,1,0,0,1,0,0,13,0,13,0,0,13,0
400,crecimiento,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,compartir,13,0,1,0,0,1,0,0,1,0,13,0,0,13,0,0,13
402,portavoz,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
403,independencia,13,0,1,0,0,1,0,1,1,0,13,0,0,13,0,13,13
404,experiencia,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,amor,13,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0
406,llevar,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,conseguir,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,paga,13,0,1,0,0,1,0,0,1,0,13,0,0,13,0,0,13
409,capital,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,adoctrinamiento,13,1,0,0,1,0,0,0,0,13,0,0,13,0,0,0,0
411,madre,13,0,1,0,0,1,1,0,1,0,13,0,0,13,13,0,13
412,alto,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,alto,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,alto,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,altura,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,altura,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,permiso,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,permiso,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,permiso,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,socialista,12,1,0,1,1,0,1,0,0,12,0,12,12,0,12,0,0
421,entrega,12,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0
422,entrega,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,carrera,12,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0
424,carrera,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,carrera,12,0,0,0,1,0,1,0,0,0,0,0,12,0,12,0,0
426,pena,12,1,0,0,1,0,1,0,0,12,0,0,12,0,12,0,0
427,triste,12,0,0,1,1,0,1,0,0,0,0,12,12,0,12,0,0
428,triste,12,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0
429,triste,12,1,0,0,1,0,1,0,0,12,0,0,12,0,12,0,0
430,triste,12,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0
431,reconocimiento,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,reconocimiento,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,reconocimiento,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,banda,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,presentar,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,dictadura,12,1,1,1,1,0,1,0,0,12,12,12,12,0,12,0,0
437,medios,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,enorme,12,1,0,1,0,0,0,0,0,12,0,12,0,0,0,0,0
439,enorme,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,enorme,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,mesa,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,responsabilidad,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
443,responsabilidad,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,responsabilidad,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,plataforma,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,decreto,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,participar,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
448,participar,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,trama,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,justo,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,diez,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,camino,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,camino,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,fronteras,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,consejo,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,consejo,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11
457,censura,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,aprobar,11,0,0,0,0,1,0,0,1,0,0,0,0,11,0,0,11
459,irresponsable,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,presupuesto,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11
461,imposible,11,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0
462,homenaje,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,remedio,11,0,1,0,0,1,0,0,1,0,11,0,0,11,0,0,11
464,espalda,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,joven,11,0,1,0,0,1,0,1,0,0,11,0,0,11,0,11,0
466,diversidad,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,desigualdad,10,1,0,0,1,0,1,0,0,10,0,0,10,0,10,0,0
468,arte,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,impulsar,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,cuota,10,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
471,cuota,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,sede,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,gasto,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,reconstruir,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,reconstruir,10,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0
476,peso,10,0,1,0,1,0,0,0,0,0,10,0,10,0,0,0,0
477,peso,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,peso,10,0,1,1,1,1,1,1,1,0,10,10,10,10,10,10,10
479,vergonzoso,10,1,0,1,0,0,0,0,0,10,0,10,0,0,0,0,0
480,vergonzoso,10,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0
481,privilegio,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,prestigio,10,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0
483,prestigio,10,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,10
484,brutal,10,1,0,0,1,0,0,0,0,10,0,0,10,0,0,0,0
485,existe,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,presidencia,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,dividir,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,dividir,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,costa,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,duda,10,0,0,0,1,0,1,0,1,0,0,0,10,0,10,0,10
491,paro,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,humanidad,10,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,10
493,humanidad,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,pagar,10,1,1,0,0,1,0,0,1,10,10,0,0,10,0,0,10
495,mayor,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
496,mayor,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,mayor,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,mayor,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,mayor,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,mayor,10,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0
501,mayor,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,mayor,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,informe,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,informe,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,lista,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,lista,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,lista,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10
508,pregunta,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,injusto,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,injusto,10,1,0,1,0,0,1,0,0,10,0,10,0,0,10,0,0
511,injusto,10,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
512,crear,10,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0
513,universal,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,punto,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,punto,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,cabeza,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,cabeza,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,utilizar,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,terrorista,9,1,0,1,1,0,1,1,0,9,0,9,9,0,9,9,0
520,enlace,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,enlace,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,muerte,9,1,1,1,1,0,1,1,0,9,9,9,9,0,9,9,0
523,alquiler,9,0,1,0,0,1,0,0,1,0,9,0,0,9,0,0,9
524,alquiler,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,generar,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,izquierda,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,duro,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,intelectual,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,riesgo,9,0,1,0,1,0,0,0,0,0,9,0,9,0,0,0,0
530,riesgo,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,suma,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,suma,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,llama,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,llama,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,neutralidad,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
536,denuncia,9,1,0,1,1,0,0,0,0,9,0,9,9,0,0,0,0
537,resultado,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,resultado,9,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0
539,resultado,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,dispuesto,9,0,1,0,0,0,0,0,1,0,9,0,0,0,0,0,9
541,dispuesto,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,cartera,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,cartera,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,padre,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
545,padre,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,padre,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,horrible,9,1,0,1,1,0,1,0,0,9,0,9,9,0,9,0,0
548,horrible,9,0,0,1,1,0,0,0,0,0,0,9,9,0,0,0,0
549,horrible,9,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0
550,horrible,9,0,0,1,1,0,1,0,0,0,0,9,9,0,9,0,0
551,horrible,9,1,0,1,1,0,0,0,0,9,0,9,9,0,0,0,0
552,horrible,9,1,0,1,1,0,1,0,0,9,0,9,9,0,9,0,0
553,defensor,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
554,patriotismo,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,llevado,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,bajo,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,mejorar,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,mejorar,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,mejorar,9,0,1,0,0,1,0,0,1,0,9,0,0,9,0,0,9
560,granada,9,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0
561,merecido,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,controlar,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,culpa,9,1,0,1,0,0,0,0,0,9,0,9,0,0,0,0,0
564,culpa,9,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0
565,culpa,9,0,0,1,0,0,1,0,0,0,0,9,0,0,9,0,0
566,unido,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,unido,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
568,principal,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,principal,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,denunciar,9,1,0,1,0,0,0,0,0,9,0,9,0,0,0,0,0
571,hacienda,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,calvo,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,lograr,9,0,0,0,0,1,0,0,1,0,0,0,0,9,0,0,9
574,inaceptable,9,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0
575,muestra,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,desgracia,8,1,0,1,0,0,1,0,0,8,0,8,0,0,8,0,0
577,desgracia,8,0,0,0,1,0,1,0,0,0,0,0,8,0,8,0,0
578,capacidad,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,capacidad,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,capacidad,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,taxi,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,mal,8,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0
583,mal,8,1,0,1,1,0,1,0,0,8,0,8,8,0,8,0,0
584,mal,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,mercado,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,mercado,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,mercado,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,aliado,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
589,aliado,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
590,medio,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,medio,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,medio,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,medio,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,medio,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,medio,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,libros,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,rescate,8,1,0,0,1,0,0,0,0,8,0,0,8,0,0,0,0
598,rescate,8,0,1,0,0,1,0,1,1,0,8,0,0,8,0,8,8
599,tragedia,8,0,0,0,1,0,1,0,0,0,0,0,8,0,8,0,0
600,retirar,8,1,0,0,1,0,1,0,0,8,0,0,8,0,8,0,0
601,retirar,8,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0
602,carga,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,carga,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,carga,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,carga,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,carga,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,profesional,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
608,defendido,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
609,humano,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,humano,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,conflicto,8,1,0,0,1,0,1,0,0,8,0,0,8,0,8,0,0
612,progreso,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,fondos,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,abogado,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
615,abogado,8,1,0,0,1,0,0,0,1,8,0,0,8,0,0,0,8
616,abogado,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,abogado,8,1,0,1,1,0,0,0,0,8,0,8,8,0,0,0,0
618,abogado,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,coche,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,evidencia,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,fiesta,8,0,1,0,0,1,0,1,1,0,8,0,0,8,0,8,8
622,fiesta,8,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0
623,fiesta,8,0,1,0,0,1,0,0,0,0,8,0,0,8,0,0,0
624,fiesta,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,efectivo,8,1,1,0,1,1,0,0,1,8,8,0,8,8,0,0,8
626,asesinato,8,1,0,0,1,0,1,0,0,8,0,0,8,0,8,0,0
627,asesinato,8,1,0,0,1,0,1,0,0,8,0,0,8,0,8,0,0
628,asesinato,8,1,0,1,1,0,1,1,0,8,0,8,8,0,8,8,0
629,tratar,8,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8
630,entrar,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,medida,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
632,diario,8,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0
633,diario,8,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0,8
634,diario,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,motivo,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,dentro,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,caos,8,1,0,0,1,0,1,0,0,8,0,0,8,0,8,0,0
638,intolerancia,8,1,0,1,1,0,0,0,0,8,0,8,8,0,0,0,0
639,regular,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,regular,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,leyenda,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,dirigir,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,dirigir,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,necesidad,8,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0
645,renuncia,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,renuncia,8,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
647,renuncia,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,presidenta,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
649,estable,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
650,estable,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,8
651,ayudar,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
652,salida,8,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0
653,salida,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,salida,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,salida,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,salida,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,salida,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0
658,propio,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,convertido,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,comercio,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
661,comercio,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
662,comercio,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,ejercer,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,tema,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,tema,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,tema,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,recurso,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,recurso,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,ocupar,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,personal,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
671,personal,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,personal,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,bloquear,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,bloquear,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,recuerdo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,recuerdo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,recuerdo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,recuerdo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,recuerdo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,responsable,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
681,responsable,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
682,director,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
683,naranja,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,infantil,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,infantil,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,infantil,7,0,1,0,1,1,0,1,0,0,7,0,7,7,0,7,0
687,infantil,7,1,0,1,0,0,0,0,0,7,0,7,0,0,0,0,0
688,responder,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,responder,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,senado,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
691,parar,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
